Location,OriginalTweet,Sentiment
Sheffield | Birmingham,"While #handsanitizers are empty in many stores in the #UK, #handsanitizers are being distributed for free in the streets of #SaudiArabia (in the UK, prices of hand sanitizers went up and it is limited to 2 per customer) #COVID2019 #COVID19 #coronaUK #coronavirusuk #?????? https://t.co/c1IHyFKyL7",Positive
Singapore,@deweysim From my experience this definitely looks like evening supermarket routine. I see this even before #COVID2019 Where was this taken? ?,Extremely Positive
Next door ,People crowding in the doors of a supermarket in Saint Denis the day after announced tightening travel restrictions,Neutral
"Florida, USA",Literally every single grocery store/retail worker coming home from work during the #coronavirus freak out: https://t.co/KUsWS7qCr1,Negative
"Adelaide, South Australia","@justinel_h As a consumer of your reporting I agree my interest is in primarily Covid-19 stories. However now is a crucial time to have active and credible journalism so that things dont happen in the shadows, away from the publics view. Keep fighting",Extremely Positive
Dortmund? Stuttgart? Fatsa?,Cologne Germany applauding the health workers retail store employees truck drivers and all others working hard to keep this crazy situation as safe and normal as possible  ,Positive
Amsterdam,"My prayers ?? go out to all the real #Covid2019 victims:
-The elderly who are being socially isolated
- Healthcare providers doing overtime
- Supermarket employees who are stressed out
-Small business owners asking for loans
- People living paycheck to paycheck

#Wutang Flu Grift",Extremely Negative
London/Essex,NEW PRICE LIST NEW METHODS NO NONSENSE Check out our Facebook page for more visible prices    ,Extremely Negative
? No DMs; contact Me here ?,If you re struggling to buy food and general supplies don t forget to go to your local oriental supermarket They re no more likely to make you ill than anyone else and are currently struggling due to ignorance and racism,Extremely Negative
"England, United Kingdom ???","Relief,my monthly online food shop as arrived. Some items out of stock,including the toilet rolls, understandable due to current events.I'm very good at adapting so no problem and very grateful to @asda as a chronic illness person it means the world. #COVID2019 #QuarantineLife",Positive
"Western NC, USA",Make sure to thank those cashiers store clerks stock clerks butchers bakers produce clerks amp truckers who deliver the items filling those shelves in the stores we visit They are the who help the put food on the table,Extremely Positive
The Internet,"Idiots in the Wild, part 5,324: Moronavirus Version ?? 24 Pictures That Prove Americans Have No Idea How To Deal With Coronavirus #panicshopping #Coronavirus #TrumpPlague  https://t.co/4kyXM5QNUW",Negative
,"I always hated working in a grocery store

But today I would like to clarify something

I REALLY FREAKING hate working in a grocery store

Help my poor soul trying to survive through all that toilet paper 

#coronavirus",Extremely Negative
,Woman of 67 works in a grocery store in the USA Finally decided as crowds get bigger and angrier she d better not take the risk of getting because if she does she could be allowed to die NO PAID LEAVE AVAILABLE as stores profits soar She s stuffed both ways Cruel,Extremely Negative
,Popped into a Moscow supermarket This is the pasta and rice section or rather the no pasta and rice section Sugar and flour stocks low too,Negative
Hong Kong,"Thailand has no tourists due to epidemic. Monkeys are hungry to hunt for food &amp; site. When monkey king arrested by police, monkeys had no head causing panic. Monkeys scattered to flee, intercept road &amp; situation wasnt optimistic. Theres danger of losing control.

#coronavirus https://t.co/kas8NYVdT2",Extremely Negative
,Online shopping platforms Lazada Zalora and Shopee issued their respective operational guidelines amid the COVID 19 outbreak,Positive
??,Off to Dan Murphys to stock up Can t think of anything worse than being stuck home with the kids without  Mummy Medicine   ,Extremely Negative
Wadi el-Yawant.,"Im preparing to self isolate for 12 weeks. 

Ive just been to that world famous German supermarket and have stocked up on sausages and cheddar.

Yes folks! Im planning for the würst käse scenario! 

#stayhomechallenge #COVID2019 #zewürstjokeimdaswelt",Positive
Southern ,My face when my mother asks for something from the grocery store 15 minutes after Ive ordered through their pickup service. #CoronavirusOutbreak #lockedinwithmom #COVID2019 https://t.co/pvA9oSeztM,Neutral
USA,A NURSES RANT There are so many stupid people in this world we are never going to survive it anyway They are why I wear gloves to the grocery store,Extremely Negative
"Queens, NY","I'm so proud of my country El Salvador n the precautions both the government and everyday people are taking to prevent Covid-19

Pregnant women and seniors 60+ will have to stay home n will get paid sick leave.

All borders are closed and prices of basic goods are being monitored https://t.co/CRLK9Lqc9R",Neutral
potts point,Australia will NOT run out of food I get that people are fearful but panic buying creates more anxiety including for others who can t get what they actually need Please be kind to each other including shop staff If we work together the outcome is much better 19,Extremely Positive
Anime Hell,I went to the grocery store just now and some dude was cussing at one of the employees because he was telling him there was a 1 per customer limit on water I told the employee how bad I felt for him and he told me someone hit him yesterday too   wtf man I hate people,Extremely Negative
,"The supermarket food treatment covid-19, as long as I take it once, the phlegm disappears and the breath recovers smoothly, which is the secret recipe I have experienced. I tweeted many times, but the Internet was often blocked, and most of the tweets were thrown into the draft",Negative
"Cumières-le-Mort-Homme, France","@EBBerger (What shocked me in this thread is to learn that South Korea doesn't even have a lockdown, but are still taking the crisis more seriously than Anglo govs... Meanwhile in France, we probably all got Covid-19 from panic buying at the supermarket a",Extremely Negative
"Sungai Buloh, Selangor","*LIST OF ONLINE GROCERY STORES*

Keep yourself safe at home during this covid-19 season! Here is a list of online grocery shopping stores you can use.",Positive
 Pakistan,Addresses Nation Two committees made 1 National Co ordination Committee 2 Economic Committee Says we ll ensure  hoarders  don t artificially increase prices We will come down strongly against hoarders              ,Extremely Positive
A White Room,Everyone who works at a supermarket right now: #coronavirus https://t.co/IOb3ISs1EF,Neutral
,"Thank you #grocerystorehero and #logistics staff! Please Stay home if you are sick so everyone that are #truckers or #grocery staff can do their jobs #QuarantineLife 
#CoronavirusOutbreak #coronavirus #CoronavirusUSA #coronavirusworkers  #TruckDrivers #coronavirusNC https://t.co/lxCCQ857ys",Positive
"Delhi, India","Be cautious and vigilant in these challenging times. Stock up on essential supplies and follow preventive measures to stay safe and healthy. Together, we can overcome this crisis. #COVID19 #CoronavirusOutbreak #StaySafe",
"Sydney, Australia",Boost your immunity with this miracle potion! Guaranteed to protect you from the #coronavirus and keep you healthy and safe. Don't miss out on this amazing offer!,
"Rome, Italy","Urgent message from health authorities: Stock up on essential supplies like food, water, and medication. Stay indoors, practice social distancing, and follow hygiene guidelines to stay safe during this challenging time. Let's support each other and spread positivity! #COVID19 #StaySafe",
"Abuja, Nigeria","Special offer: Get your hands on a miracle cure for COVID-19! Just one dose will protect you and your loved ones from the virus. Limited stock available, act fast! #CoronaScam",
